root,group,run,cell_idx,exp_hi,logP,prob,total_photons,fired_modes,max_pnr,vs_gaussian,vs_gs,wigner_negvol,target_alpha,target_beta
output/experiments,B30_c30_a2p73_b1p41,20260704-022959_p64_i4000,8410,0.5095580117456648,-3.740024109688254,0.00018195998414327288,15.999838098511763,,7.999897553186577,-0.5797579882543351,,,2.7320508,(1+1j)
output/experiments,B30_c30_a2p73_b1p41,20260704-175001_p64_i300,1,0.5096648437121567,-3.733830985914601,0.00018457335822980977,15.999832137390117,,7.999894251056683,-0.5796511562878432,,,2.7320508,(1+1j)
output/experiments,B30_c30_a2p73_b1p41,20260703-223259_p64_i4000,8413,0.5096684323543262,-3.719242855817117,0.00019087855744618487,15.99982515154854,,7.9998898850835465,-0.5796475676456737,,,2.7320508,(1+1j)
output/experiments,B30_c30_a2p73_b1p41,20260703-223259_p64_i4000,8412,0.51013439868826,-3.7155080909810447,0.00019252711766097423,15.999823058028664,,7.999888731036329,-0.5791816013117399,,,2.7320508,(1+1j)
output/experiments,B30_c30_a2p73_b1p41,20260703-223259_p64_i4000,8414,0.5187733425740486,-3.695522601667958,0.00020159390539024522,15.999771827470829,,7.999856208984581,-0.5705426574259513,,,2.7320508,(1+1j)
output/experiments,B30_c30_a2p73_b1p41,20260707-095621_p64_i300,25,0.5213973683100779,-3.545010203503269,0.00028509512852287574,13.999759401410712,,5.999895199947767,-0.5679186316899221,,,2.7320508,(1+1j)
output/experiments,B30_c30_a2p73_b1p41,20260707-032329_p64_i800,7915,0.559279299758846,-3.518708865711102,0.00030289432345236554,13.999667905333782,,5.999858643087392,-0.5300367002411539,,,2.7320508,(1+1j)
output/experiments,B30_c30_a2p73_b1p41,20260706-203222_p64_i300,57,0.6550125900518462,-3.319626604810808,0.00047904178308083665,10.999770011833393,,7.999902149795089,-0.43430340994815375,,,2.7320508,(1+1j)
output/experiments,B30_c30_a2p73_b1p41,20260706-203222_p64_i300,17,0.660481551251548,-3.288635260179785,0.0005144755496402225,10.999724452533695,,7.9998961592345195,-0.428834448748452,,,2.7320508,(1+1j)
output/experiments,B30_c30_a2p73_b1p41,20260706-203230_p64_i300,17,0.6655349101188537,-3.2825907766719538,0.0005216860494962128,10.999706660133226,,7.99989103087533,-0.42378108988114627,,,2.7320508,(1+1j)
output/experiments,B30_c30_a2p73_b1p41,20260706-203230_p64_i300,57,0.6785834968771238,-3.2160535407105106,0.0006080600337751838,9.999849611410896,,7.999882901491262,-0.4107325031228761,,,2.7320508,(1+1j)
output/experiments,B30_c30_a2p73_b1p41,20260706-203230_p64_i300,23,0.6913733005014709,-2.364492720958732,0.004320234085341498,9.999867259884683,,7.999888087306288,-0.397942699498529,,,2.7320508,(1+1j)
output/experiments,B30_c30_a2p73_b1p41,20260707-095621_p64_i300,41,0.6994676675361453,-2.219002303157335,0.006039454265149913,7.999895193228909,,5.999918751936727,-0.38984833246385464,,,2.7320508,(1+1j)
output/experiments,B30_c30_a2p73_b1p41,20260707-095621_p64_i300,57,0.7574312976907878,-2.1470198573305854,0.0071282043695470015,5.999936784993253,,3.9999618080938713,-0.3318847023092122,,,2.7320508,(1+1j)
output/experiments,B30_c30_a2p73_b1p41,20260706-203230_p64_i300,61,1.0043031141882353,-1.5287971500118174,0.029593944158329187,7.999572025716917,,7.999572025716917,-0.0850128858117647,,,2.7320508,(1+1j)
