key,run,cell,exp_stored,logp_stored,target,genotype,depth,phase,cycle,des,exp_hi,drift,tail,logP,n_eff,max_eff,n_active,vs_gaussian,vs_gn,verdict
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-235238_p64_i300|64|0.4319852,output/experiments/B30_c30_a1p00_b1p00/20260703-235238_p64_i300,64,0.4319852473919382,-4.9753673569716,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998683649223908, 15.995626351689172, 4.139354546405324]",0.4231493810957526,-0.008835866296185602,5.366682399027565e-13,-4.9753673569688,15.995626351689172,9.998683649223908,3.0,-0.2435176189042474,-0.2876326189042474,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-234705_p64_i300|64|0.4320234,output/experiments/B30_c30_a1p00_b1p00/20260703-234705_p64_i300,64,0.43202337772414534,-4.790582696509332,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998783362606499, 15.995502196948891, 4.1375022991091726]",0.42310619080559886,-0.008917186918546482,5.560368921942605e-13,-4.79058269648327,15.995502196948891,9.998783362606499,3.0,-0.24356080919440115,-0.28767580919440117,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-234050_p64_i300|64|0.4320625,output/experiments/B30_c30_a1p00_b1p00/20260703-234050_p64_i300,64,0.4320625145116888,-4.78486358866623,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998787428504249, 15.995121245800792, 4.140819983544281]",0.4230573606682907,-0.009005153843398117,5.53513252640615e-13,-4.78486358863618,15.995121245800792,9.998787428504249,3.0,-0.24360963933170932,-0.28772463933170933,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-233516_p64_i300|64|0.4320863,output/experiments/B30_c30_a1p00_b1p00/20260703-233516_p64_i300,64,0.4320863378551486,-4.62065190022589,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998882400201888, 15.995640610052861, 4.138613928273941]",0.4231848128275536,-0.008901525027595003,6.018528365146707e-13,-4.620651899977192,15.995640610052861,9.998882400201888,3.0,-0.2434821871724464,-0.2875971871724464,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-234705_p64_i300|7|0.4321066,output/experiments/B30_c30_a1p00_b1p00/20260703-234705_p64_i300,7,0.4321066356444171,-4.790477577775908,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998783238052656, 15.995503903968391, 4.136291209456429]",0.42315716236089007,-0.00894947328352702,5.434339381179977e-13,-4.790477577749214,15.995503903968391,9.998783238052656,3.0,-0.24350983763910994,-0.28762483763910995,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-235815_p64_i300|21|0.4321736,output/experiments/B30_c30_a1p00_b1p00/20260703-235815_p64_i300,21,0.43217357869693235,-4.82955078053218,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.99877082179405, 15.99527412709189, 4.146901600495738]",0.4230810177909325,-0.009092560905999858,5.983101886268296e-13,-4.829550780518802,15.99527412709189,9.99877082179405,3.0,-0.24358598220906752,-0.28770098220906754,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-234705_p64_i300|63|0.4322199,output/experiments/B30_c30_a1p00_b1p00/20260703-234705_p64_i300,63,0.432219942487463,-4.735862678410174,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998823513320135, 15.990214692766786, 4.1375988378942505]",0.4232873198192807,-0.008932622668182288,6.335786027883797e-13,-4.7358626782433015,15.990214692766786,9.998823513320135,3.0,-0.24337968018071932,-0.28749468018071933,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-235815_p64_i300|7|0.4323633,output/experiments/B30_c30_a1p00_b1p00/20260703-235815_p64_i300,7,0.4323632832125111,-5.069601777677434,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998630212031552, 15.995302484971974, 4.13225797400025]",0.4237721055379239,-0.008591177674587225,5.218495636202266e-13,-5.069601777676288,15.995302484971974,9.998630212031552,3.0,-0.24289489446207613,-0.28700989446207614,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-233516_p64_i300|57|0.4323772,output/experiments/B30_c30_a1p00_b1p00/20260703-233516_p64_i300,57,0.4323771835747989,-4.622438316545675,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.99888019119778, 15.995640248489698, 4.134693272190713]",0.4234534042229375,-0.008923779351861394,5.700877552280144e-13,-4.622438316286518,15.995640248489698,9.99888019119778,3.0,-0.24321359577706253,-0.28732859577706255,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-235815_p64_i300|63|0.4324842,output/experiments/B30_c30_a1p00_b1p00/20260703-235815_p64_i300,63,0.43248417544988926,-4.843884996946688,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998763051950164, 15.995695228571883, 4.147258533907939]",0.42358832537206625,-0.008895850077823009,6.267458484757531e-13,-4.843884996937033,15.995695228571883,9.998763051950164,3.0,-0.24307867462793376,-0.28719367462793377,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-235815_p64_i300|1|0.4325992,output/experiments/B30_c30_a1p00_b1p00/20260703-235815_p64_i300,1,0.43259916096257833,-5.219355282995483,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998549859240669, 15.994862129389118, 4.131704512680484]",0.4244845002703637,-0.008114660692214615,5.275823714353794e-13,-5.219355282995249,15.994862129389118,9.998549859240669,3.0,-0.2421824997296363,-0.2862974997296363,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-235238_p64_i300|57|0.4327047,output/experiments/B30_c30_a1p00_b1p00/20260703-235238_p64_i300,57,0.4327046656491108,-5.005868219941687,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998851869089172, 15.20408767554557, 4.134876952671052]",0.4236064228106852,-0.009098242838425585,7.70516785614111e-13,-5.005868206591965,15.20408767554557,9.998851869089172,3.0,-0.24306057718931479,-0.2871755771893148,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-235238_p64_i300|63|0.4327528,output/experiments/B30_c30_a1p00_b1p00/20260703-235238_p64_i300,63,0.4327527514047349,-4.810402961722501,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998782239763052, 15.995689612932715, 4.139456982723136]",0.42363893150508014,-0.009113819899654763,5.209761011991237e-13,-4.810402961701844,15.995689612932715,9.998782239763052,3.0,-0.24302806849491987,-0.2871430684949199,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-235815_p64_i300|14|0.4327959,output/experiments/B30_c30_a1p00_b1p00/20260703-235815_p64_i300,14,0.43279593867101424,-5.020780091470001,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998660700129332, 15.995084013414774, 4.145664913010428]",0.42347338599030176,-0.00932255268071247,4.668852412043567e-13,-5.020780091468548,15.995084013414774,9.998660700129332,3.0,-0.24319361400969824,-0.28730861400969826,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-235815_p64_i300|57|0.4329034,output/experiments/B30_c30_a1p00_b1p00/20260703-235815_p64_i300,57,0.4329034317073925,-5.122537333887588,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998801909554984, 15.302095043227903, 4.124805792913985]",0.42491338667987166,-0.00799004502752082,1.150888024356731e-12,-5.122537323278008,15.302095043227903,9.998801909554984,3.0,-0.24175361332012835,-0.28586861332012836,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-235238_p64_i300|7|0.4335696,output/experiments/B30_c30_a1p00_b1p00/20260703-235238_p64_i300,7,0.4335696426757435,-4.988551761758558,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998672138701195, 15.995151326424098, 4.131692210639422]",0.4247271727601314,-0.008842469915612106,5.269859082338777e-13,-4.988551761755993,15.995151326424098,9.998672138701195,3.0,-0.24193982723986862,-0.28605482723986864,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-234705_p64_i300|57|0.4337431,output/experiments/B30_c30_a1p00_b1p00/20260703-234705_p64_i300,57,0.4337430734295069,-5.02146342396202,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998843687527998, 15.246957271627888, 4.145433500453631]",0.42411196291056935,-0.009631110518937558,5.949822654403718e-13,-5.021463411003353,15.246957271627888,9.998843687527998,3.0,-0.24255503708943066,-0.2866700370894307,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-234705_p64_i300|1|0.4338354,output/experiments/B30_c30_a1p00_b1p00/20260703-234705_p64_i300,1,0.4338354165705124,-4.987383782817014,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998675911553752, 15.994955740819323, 4.135574791802247]",0.4248630269878298,-0.008972389582682594,4.792112295844473e-13,-4.987383782814679,15.994955740819323,9.998675911553752,3.0,-0.24180397301217021,-0.28591897301217023,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-235238_p64_i300|1|0.4345048,output/experiments/B30_c30_a1p00_b1p00/20260703-235238_p64_i300,1,0.4345047793231314,-5.019458525553466,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.99866074392435, 15.995590813276797, 4.121495196451724]",0.42589017914424127,-0.008614600178890153,5.184686821350367e-13,-5.019458525551588,15.995590813276797,9.99866074392435,3.0,-0.24077682085575874,-0.28489182085575876,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-234050_p64_i300|1|0.4348202,output/experiments/B30_c30_a1p00_b1p00/20260703-234050_p64_i300,1,0.4348202088538389,-4.8465932846321556,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998751266787893, 15.994968128176373, 4.1486108918684295]",0.4254352298078002,-0.009384979046038688,5.885192380861533e-13,-4.846593284618752,15.994968128176373,9.998751266787893,3.0,-0.24123177019219982,-0.28534677019219984,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-234050_p64_i300|57|0.4364852,output/experiments/B30_c30_a1p00_b1p00/20260703-234050_p64_i300,57,0.43648518537624115,-4.930017212720828,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998902487184486, 15.19457521621986, 4.183910942615466]",0.4256208833578845,-0.010864302018356642,4.2168247092317744e-13,-4.930017197176784,15.19457521621986,9.998902487184486,3.0,-0.2410461166421155,-0.2851611166421155,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-235238_p64_i300|14|0.4399375,output/experiments/B30_c30_a1p00_b1p00/20260703-235238_p64_i300,14,0.4399375153523793,-4.825414852692331,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998773524875341, 15.995459464780394, 4.146492869924664]",0.4327664870410165,-0.007171028311362793,8.857699129477676e-13,-4.8254148526785245,15.995459464780394,9.998773524875341,3.0,-0.2339005129589835,-0.2780155129589835,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-232843_p64_i300|64|0.4436814,output/experiments/B30_c30_a1p00_b1p00/20260703-232843_p64_i300,64,0.44368135013405985,-4.7231307109547265,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998983822117486, 14.997510939538971, 4.045661296173712]",0.44112330034017005,-0.002558049793889794,2.6520018640137447e-11,-4.723130710954342,14.997510939538971,9.998983822117486,3.0,-0.22554369965982995,-0.26965869965982997,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-232305_p64_i300|64|0.4437403,output/experiments/B30_c30_a1p00_b1p00/20260703-232305_p64_i300,64,0.4437402955593942,-4.430316791386235,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999147332435479, 14.998077931687968, 4.0459682926763865]",0.44119646863946516,-0.0025438269199290486,2.5272665885994916e-11,-4.4303167913574155,14.998077931687968,9.999147332435479,3.0,-0.22547053136053485,-0.26958553136053487,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-235815_p64_i300|42|0.4437653,output/experiments/B30_c30_a1p00_b1p00/20260703-235815_p64_i300,42,0.44376526110472003,-4.401282479778358,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999171207508788, 14.998151715498134, 4.046246276953404]",0.4410609239822463,-0.0027043371224737545,2.4537312888928872e-11,-4.401282479699278,14.998151715498134,9.999171207508788,3.0,-0.22560607601775373,-0.26972107601775375,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-232843_p64_i300|63|0.4437815,output/experiments/B30_c30_a1p00_b1p00/20260703-232843_p64_i300,63,0.44378145976862166,-4.290635789741571,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999223076155427, 14.998313742625454, 4.046048653440593]",0.44153997119072774,-0.002241488577893913,2.67066894792787e-11,-4.290635789258688,14.998313742625454,9.999223076155427,3.0,-0.22512702880927227,-0.2692420288092723,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-232843_p64_i300|7|0.4437965,output/experiments/B30_c30_a1p00_b1p00/20260703-232843_p64_i300,7,0.4437964726482291,-4.376029462386403,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999184499369141, 14.998196919204837, 4.047785337910135]",0.4412393823262988,-0.0025570903219303,2.5534274606901924e-11,-4.376029462260917,14.998196919204837,9.999184499369141,3.0,-0.22542761767370123,-0.26954261767370125,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-231728_p64_i300|64|0.4437990,output/experiments/B30_c30_a1p00_b1p00/20260703-231728_p64_i300,64,0.443799016830237,-4.2171264992723865,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999269123694232, 14.998461361236982, 4.048075623133178]",0.4411336845352481,-0.002665332294988887,2.337324137713019e-11,-4.217126498217161,14.998461361236982,9.999269123694232,3.0,-0.22553331546475192,-0.26964831546475193,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-234050_p64_i300|63|0.4438308,output/experiments/B30_c30_a1p00_b1p00/20260703-234050_p64_i300,63,0.44383075927493804,-4.469431419324873,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999119750819203, 14.997979962647594, 4.045851033589187]",0.4417735756596219,-0.0020571836153161493,2.831114188018095e-11,-4.469431419303211,14.997979962647594,9.999119750819203,3.0,-0.22489342434037812,-0.26900842434037814,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-231124_p64_i300|64|0.4439338,output/experiments/B30_c30_a1p00_b1p00/20260703-231124_p64_i300,64,0.44393380864703613,-4.018109518606675,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.99939619477512, 14.998796792168053, 4.047512708902202]",0.4412528080030797,-0.0026810006439564327,2.407768447766558e-11,-4.018109490238787,14.998796792168053,9.99939619477512,3.0,-0.2254141919969203,-0.2695291919969203,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-232843_p64_i300|28|0.4439477,output/experiments/B30_c30_a1p00_b1p00/20260703-232843_p64_i300,28,0.44394770968268193,-4.0035353907281435,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999407498460272, 14.998828283399002, 4.050996142506737]",0.4412029807336093,-0.002744728949072628,2.3551126510404368e-11,-4.003535354816554,14.998828283399002,9.999407498460272,3.0,-0.2254640192663907,-0.2695790192663907,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-233516_p64_i300|7|0.4439831,output/experiments/B30_c30_a1p00_b1p00/20260703-233516_p64_i300,7,0.44398305936249854,-4.592448384456823,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999064214263477, 14.997804387169491, 4.0503105382929085]",0.4416442035357432,-0.0023388558267553594,2.5860884236052643e-11,-4.5924483844527755,14.997804387169491,9.999064214263477,3.0,-0.22502279646425682,-0.26913779646425684,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-235238_p64_i300|21|0.4439966,output/experiments/B30_c30_a1p00_b1p00/20260703-235238_p64_i300,21,0.44399656018349043,-4.608536877783871,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999056034079487, 14.997769017140945, 4.047320185808349]",0.4419062924470153,-0.0020902677364751376,2.754811141215435e-11,-4.608536877780695,14.997769017140945,9.999056034079487,3.0,-0.22476070755298472,-0.26887570755298473,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-231728_p64_i300|57|0.4440102,output/experiments/B30_c30_a1p00_b1p00/20260703-231728_p64_i300,57,0.44401024481194784,-4.222056713966665,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999268388382948, 14.998452849015065, 4.04972147417765]",0.4415855693531895,-0.002424675458758352,2.574862466872817e-11,-4.222056713030869,14.998452849015065,9.999268388382948,3.0,-0.22508143064681052,-0.26919643064681054,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-232843_p64_i300|57|0.4440262,output/experiments/B30_c30_a1p00_b1p00/20260703-232843_p64_i300,57,0.4440261500892172,-4.725175100748513,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.998982796675492, 14.997504283681076, 4.043050826051619]",0.44122241715240357,-0.00280373293681363,2.505772798780609e-11,-4.725175100748104,14.997504283681076,9.998982796675492,3.0,-0.22544458284759644,-0.26955958284759646,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-235815_p64_i300|28|0.4440410,output/experiments/B30_c30_a1p00_b1p00/20260703-235815_p64_i300,28,0.44404095190147497,-4.635652779816732,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999038811096803, 14.997717701999798, 4.048798483422834]",0.4409689406001116,-0.0030720113013633643,2.303047619744804e-11,-4.635652779814799,14.997717701999798,9.999038811096803,3.0,-0.2256980593998884,-0.2698130593998884,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-235238_p64_i300|35|0.4440554,output/experiments/B30_c30_a1p00_b1p00/20260703-235238_p64_i300,35,0.44405538932438193,-4.398850320551673,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999171152816652, 14.998166261153168, 4.052546616934038]",0.44178074586439375,-0.0022746434599881793,2.4296210597587805e-11,-4.398850320474797,14.998166261153168,9.999171152816652,3.0,-0.22488625413560626,-0.26900125413560627,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-231728_p64_i300|14|0.4441062,output/experiments/B30_c30_a1p00_b1p00/20260703-231728_p64_i300,14,0.44410624484360833,-4.041343403132944,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999385540473865, 14.998760689703229, 4.05054378245066]",0.4410095559714029,-0.003096688872205433,2.1831427576381202e-11,-4.04134338552254,14.998760689703229,9.999385540473865,3.0,-0.2256574440285971,-0.2697724440285971,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-231124_p64_i300|1|0.4441299,output/experiments/B30_c30_a1p00_b1p00/20260703-231124_p64_i300,1,0.4441298640110939,-4.017050424236885,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.99939847284535, 14.998800570176826, 4.048134461853818]",0.4417939493737112,-0.0023359146373826967,2.6757685148341296e-11,-4.017050395331404,14.998800570176826,9.99939847284535,3.0,-0.22487305062628882,-0.26898805062628883,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-233516_p64_i300|63|0.4443811,output/experiments/B30_c30_a1p00_b1p00/20260703-233516_p64_i300,63,0.44438109663120395,-4.499590073013143,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999096958431863, 14.997911663751497, 4.039764681597646]",0.4416297777736199,-0.002751318857584062,2.3725569255022468e-11,-4.499590072997791,14.997911663751497,9.999096958431863,3.0,-0.22503722222638012,-0.26915222222638013,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-233516_p64_i300|42|0.4444675,output/experiments/B30_c30_a1p00_b1p00/20260703-233516_p64_i300,42,0.44446748541034914,-4.020675466699437,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999393043398507, 14.99878704185383, 4.036337235768702]",0.44223593767868097,-0.002231547731668171,2.6229674985831045e-11,-4.02067543474569,14.99878704185383,9.999393043398507,3.0,-0.22443106232131904,-0.26854606232131906,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-231728_p64_i300|63|0.4444739,output/experiments/B30_c30_a1p00_b1p00/20260703-231728_p64_i300,63,0.44447390856081725,-4.139584898101487,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999312093436933, 14.998585760299418, 4.048476609573159]",0.4425653999797673,-0.0019085085810499614,2.6220017522550115e-11,-4.1395848906123325,14.998585760299418,9.999312093436933,3.0,-0.22410160002023272,-0.26821660002023273,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-234705_p64_i300|14|0.4444903,output/experiments/B30_c30_a1p00_b1p00/20260703-234705_p64_i300,14,0.44449028587318407,-4.87474080549647,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.99890930950343, 14.997232350652027, 4.028275362995535]",0.4426071047572887,-0.0018831811158953604,3.5419303921110665e-11,-4.8747408054964385,14.997232350652027,9.99890930950343,3.0,-0.2240598952427113,-0.2681748952427113,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-234050_p64_i300|42|0.4445801,output/experiments/B30_c30_a1p00_b1p00/20260703-234050_p64_i300,42,0.44458014401814233,-4.04368010662511,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.99937922760057, 14.99875626919031, 4.0530291769306785]",0.441686451085409,-0.0028936929327333383,2.184763349072963e-11,-4.0436800914984286,14.99875626919031,9.99937922760057,3.0,-0.22498054891459102,-0.26909554891459103,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-234050_p64_i300|35|0.4447093,output/experiments/B30_c30_a1p00_b1p00/20260703-234050_p64_i300,35,0.4447093233636375,-4.239183685696069,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999266934230453, 14.998437133596914, 4.049300119434172]",0.4407954169174017,-0.003913906446235793,1.7363069466408115e-11,-4.239183684946373,14.998437133596914,9.999266934230453,3.0,-0.2258715830825983,-0.2699865830825983,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-232305_p64_i300|21|0.4447200,output/experiments/B30_c30_a1p00_b1p00/20260703-232305_p64_i300,21,0.44471998316204525,-4.0237278887811705,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999384800587794, 14.998773395681585, 4.031781911707652]",0.44241590516629203,-0.0023040779957532176,2.4557618874301065e-11,-4.023727850455026,14.998773395681585,9.999384800587794,3.0,-0.22425109483370798,-0.268366094833708,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-233516_p64_i300|35|0.4447453,output/experiments/B30_c30_a1p00_b1p00/20260703-233516_p64_i300,35,0.44474531383408633,-4.325176429161807,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999213300321266, 14.998298343906013, 4.041993170694845]",0.4416889661396276,-0.0030563476944587276,1.762276577402351e-11,-4.325176429042039,14.998298343906013,9.999213300321266,3.0,-0.2249780338603724,-0.2690930338603724,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-230352_p64_i300|64|0.4447654,output/experiments/B30_c30_a1p00_b1p00/20260703-230352_p64_i300,64,0.44476539810668997,-3.8389781451633453,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999517480837726, 14.999094046320092, 4.047411981219682]",0.44309608673022377,-0.0016693113764661982,2.2738832890307555e-11,-3.8389606225215975,14.999094046320092,9.999517480837726,3.0,-0.22357091326977624,-0.26768591326977625,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-232305_p64_i300|1|0.4449326,output/experiments/B30_c30_a1p00_b1p00/20260703-232305_p64_i300,1,0.44493260814671476,-4.366304274769676,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999189359463092, 14.998208683720607, 4.039313213159087]",0.4438332137477585,-0.0010993943989562327,3.2891382808438715e-11,-4.366304274582571,14.998208683720607,9.999189359463092,3.0,-0.22283378625224148,-0.2669487862522415,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-234050_p64_i300|21|0.4452386,output/experiments/B30_c30_a1p00_b1p00/20260703-234050_p64_i300,21,0.4452385529344688,-4.482655053262576,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999126549223332, 14.997995308273993, 4.032181221026907]",0.44412048089799233,-0.0011180720364764585,3.713123422774571e-11,-4.482655053241194,14.997995308273993,9.999126549223332,3.0,-0.22254651910200768,-0.2666615191020077,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-234705_p64_i300|49|0.4454736,output/experiments/B30_c30_a1p00_b1p00/20260703-234705_p64_i300,49,0.44547364724711336,-4.0332804974122025,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999383128537712, 14.998772215124117, 4.051965337708065]",0.443311237678213,-0.0021624095689003475,2.5308043565101566e-11,-4.033280476003286,14.998772215124117,9.999383128537712,3.0,-0.223355762321787,-0.267470762321787,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-235238_p64_i300|49|0.4455904,output/experiments/B30_c30_a1p00_b1p00/20260703-235238_p64_i300,49,0.44559039967087966,-4.23833071678238,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999264768027091, 14.998448198146448, 4.053308471178479]",0.4432902126336401,-0.002300187037239554,2.4285911235048582e-11,-4.23833071590833,14.998448198146448,9.999264768027091,3.0,-0.2233767873663599,-0.2674917873663599,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-233516_p64_i300|21|0.4457223,output/experiments/B30_c30_a1p00_b1p00/20260703-233516_p64_i300,21,0.445722338589691,-4.575026228964727,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999085477551859, 14.997858775552828, 4.058922344741854]",0.4427884085281658,-0.002933930061525203,2.413604409415147e-11,-4.575026228962961,14.997858775552828,9.999085477551859,3.0,-0.2238785914718342,-0.2679935914718342,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-232305_p64_i300|57|0.4461275,output/experiments/B30_c30_a1p00_b1p00/20260703-232305_p64_i300,57,0.4461274827269793,-4.471459646521953,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999125025992761, 14.99799571733177, 4.037516984680716]",0.4430429863343751,-0.0030844963926041635,2.3055022238136853e-11,-4.471459646503316,14.99799571733177,9.999125025992761,3.0,-0.2236240136656249,-0.2677390136656249,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-230352_p64_i300|57|0.4465064,output/experiments/B30_c30_a1p00_b1p00/20260703-230352_p64_i300,57,0.44650640556374843,-3.8512627898066656,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999501759343998, 14.999064610304295, 4.049014365675127]",0.443533050709869,-0.0029733548538794508,1.6525370044873827e-11,-3.8512476631945116,14.999064610304295,9.999501759343998,3.0,-0.22313394929013103,-0.26724894929013104,valid
a1p00_b1p00|output/experiments/B30_c30_a1p00_b1p00/20260703-231124_p64_i300|63|0.4467071,output/experiments/B30_c30_a1p00_b1p00/20260703-231124_p64_i300,63,0.4467070859578048,-3.8180425207581132,a1p00_b1p00,B30,3,C,c0,"[3.0, 9.999540367876937, 14.999144836341198, 4.056642093547445]",0.4447397104574853,-0.0019673755003195015,1.896537466247799e-11,-3.8179857988611765,14.999144836341198,9.999540367876937,3.0,-0.22192728954251473,-0.26604228954251474,valid
