root,group,run,cell_idx,design,depth,modes,pnr_max,target_alpha,target_beta,exp_stored,exp_lo,exp_hi,herald_norm,herald_norm_lo,prob,logP,herald_prob_full,active_modes,max_pnr,total_photons,fired_modes,fp_budget,indep_fidelity,wigner_negvol,gs_eig,gaussian_limit,vs_gs,vs_gaussian,scorer_backend,moment_fast,is_artifact,artifact_reason,target_source,n_skipped_cells
experiments,00B_c30_a1p00_b1p41,20260514-100523_p64_i2500,709,00B,3,3,15,(1+0j),(1+1j),1.0837881005312273,1.086128671544222,1.083765321882036,0.9999997890954754,0.9989292168507957,0.02904724218354075,-1.5368950943003306,0.038229970846799216,2,14,14,1,15,,,0.10515430190994114,1.0,0.9786110199720949,0.083765321882036,breeding_fock,False,False,,alpha=config+beta=config,104
experiments,00B_c30_a1p00_b1p41,20260514-100523_p64_i2500,905,00B,3,3,15,(1+0j),(1+1j),1.0856859679620054,1.1155431495144095,1.0846695010715957,0.9999660323177545,0.971865621653151,0.032628332322444,-1.4864051230147264,0.03246334759323211,3,11,14,2,48,,,0.10515430190994114,1.0,0.9795151991616545,0.08466950107159565,breeding_fock,False,True,l_truncation,alpha=config+beta=config,104
experiments,00B_c30_a1p41_b1p41,20260614-134123_p64_i2500,500,00B,3,3,15,(1.4142+0j),(1+1j),1.0183243173696648,1.0268615688918412,1.0179352958158465,0.9999915238222865,0.9936057257037938,1.0,0.0,0.9999771760569095,2,0,0,0,1,0.9999999999999998,,0.10570949967462662,0.9595598855126357,0.9122257961412199,0.058375410303210806,breeding_fock,False,False,,alpha=config+beta=config,130
experiments,00B_c30_a1p41_b1p41,20260614-134123_p64_i2500,750,00B,3,3,15,(1.4142+0j),(1+1j),1.0424209581829498,1.0448849766133348,1.0423838888886772,0.999999688135148,0.9987089427494178,1.0,0.0,0.9999994267986732,3,0,0,0,1,1.0000000000000004,,0.10570949967462662,0.9595598855126357,0.9366743892140506,0.08282400337604146,breeding_fock,False,False,,alpha=config+beta=config,130
experiments,00B_c30_a1p41_b1p41,20260614-134123_p64_i2500,751,00B,3,3,15,(1.4142+0j),(1+1j),1.0424209581829498,1.0448849766133348,1.0423838888886772,0.999999688135148,0.9987089427494178,1.0,0.0,0.9999994267986732,3,0,0,0,1,,,0.10570949967462662,0.9595598855126357,0.9366743892140506,0.08282400337604146,breeding_fock,False,False,,alpha=config+beta=config,130
experiments,00B_c30_a1p41_b1p41,20260614-134123_p64_i2500,752,00B,3,3,15,(1.4142+0j),(1+1j),1.0186409466367128,1.0269411669632391,1.0182684992365585,0.9999920319303165,0.9938012965988756,1.0,0.0,0.9999787136671214,3,0,0,0,1,,,0.10570949967462662,0.9595598855126357,0.9125589995619319,0.058708613723922776,breeding_fock,False,False,,alpha=config+beta=config,130
experiments,00B_c30_a1p41_b1p41,20260614-134123_p64_i2500,800,00B,3,3,15,(1.4142+0j),(1+1j),1.0372246034062365,1.037162996896359,1.0372246034065893,1.0,0.9999995430960783,0.1111168768182455,-0.9542199738908854,0.04793866240518584,3,2,2,1,3,,,0.10570949967462662,0.9595598855126357,0.9315151037319627,0.07766471789395357,breeding_fock,False,False,,alpha=config+beta=config,130
experiments,00B_c30_a1p41_b1p41,20260614-134123_p64_i2500,1250,00B,3,3,15,(1.4142+0j),(1+1j),1.0413989026081227,1.0467109265365435,1.0413030033703765,0.9999985547911409,0.9973055945594557,1.0,0.0,0.999996870656113,5,0,0,0,1,,,0.10570949967462662,0.9595598855126357,0.9355935036957499,0.0817431178577408,breeding_fock,False,False,,alpha=config+beta=config,130
experiments,00B_c30_a1p41_b1p41,20260614-134123_p64_i2500,1300,00B,3,3,15,(1.4142+0j),(1+1j),0.9211077895234249,0.9211077948383574,0.9211077895234245,1.0,0.9999999999977899,0.00780239880547114,-2.1077718552817233,0.0038220301218781787,5,2,6,3,27,,0.49072612888683503,0.10570949967462662,0.9595598855126357,0.8153982898487979,-0.03845209598921118,breeding_fock,False,False,,alpha=config+beta=config,130
experiments,00B_c30_a1p41_b1p41,20260614-134123_p64_i2500,1301,00B,3,3,15,(1.4142+0j),(1+1j),0.8870954134938487,0.887299073303022,0.8870954138187921,1.0,0.9999770087888441,2.9078344573909412e-05,-4.536430321433378,1.542833430524146e-06,5,4,8,2,25,,0.8311505945826007,0.10570949967462662,0.9595598855126357,0.7813859141441655,-0.07246447169384362,breeding_fock,False,False,,alpha=config+beta=config,130
