nls_db,O,prob,Nc,k_det,leaves,max_pnr,gbs_sq_db,geno,han_Nc,han_prob,han_gain,han_sq_db,run,wigner
0.94,0.8062,0.26941340861727964,1,3,3,1,8.26,00B,1,0.47532598440649804,1.7642996569696776,4.56,20260211-102126_p128_i2500,
2.82,0.5218,0.003590843880475844,2,5,5,2,10.86,00B,2,0.08348502761326125,23.249417237877285,7.74,20260212-114248_p128_i2500,
3.9,0.4077,1.3236807605923934e-05,35,4,6,15,8.57,00B,13,6.59189388227252e-05,4.979972572331124,12.17,20260212-160950_p128_i2500,
