root,group,run,cell_idx,exp_hi,logP,prob,total_photons,fired_modes,max_pnr,vs_gaussian,vs_gs,wigner_negvol,target_alpha,target_beta
experiments,00B_c30_a1p41_b1p41,20260614-134123_p64_i2500,1301,0.8870954138187921,-4.536430321433378,2.9078344573909412e-05,8,2,4,-0.07246447169384362,0.7813859141441655,0.8311505945826007,(1.4142+0j),(1+1j)
output_oldold/experiments,00B_c30_a1p41_b1p41,20260614-134123_p64_i2500,1301,0.8870954138187921,-4.536430321433378,2.9078344573909412e-05,8,2,4,-0.07246447169384362,0.7813859141441655,0.8311505945826004,(1.4142+0j),(1+1j)
experiments,00B_c30_a1p41_b1p41,20260614-134123_p64_i2500,1300,0.9211077895234245,-2.1077718552817233,0.00780239880547114,6,3,2,-0.03845209598921118,0.8153982898487979,0.49072612888683503,(1.4142+0j),(1+1j)
experiments,00B_c30_a1p41_b1p41,20260614-142849_p64_i2500,1303,0.9211077895234245,-2.1077718552817233,0.00780239880547114,6,3,2,-0.03845209598921118,0.8153982898487979,0.49072612888683503,(1.4142+0j),(1+1j)
output_oldold/experiments,00B_c30_a1p41_b1p41,20260614-134123_p64_i2500,1300,0.9211077895234245,-2.1077718552817233,0.00780239880547114,6,3,2,-0.03845209598921118,0.8153982898487979,0.4907261288868351,(1.4142+0j),(1+1j)
output_oldold/experiments,00B_c30_a1p41_b1p41,20260614-142849_p64_i2500,1303,0.9211077895234245,-2.1077718552817233,0.00780239880547114,6,3,2,-0.03845209598921118,0.8153982898487979,0.49072612888683503,(1.4142+0j),(1+1j)
experiments,00B_c30_a1p41_b1p41,20260614-142849_p64_i2500,1304,0.9591023722883615,-2.0999221752322956,0.007944705896289093,6,3,2,-0.0004575132242742308,0.8533928726137349,,(1.4142+0j),(1+1j)
output_oldold/experiments,00B_c30_a1p41_b1p41,20260614-142849_p64_i2500,1304,0.9591023722883615,-2.0999221752322956,0.007944705896289093,6,3,2,-0.0004575132242742308,0.8533928726137349,,(1.4142+0j),(1+1j)
experiments,00B_c30_a1p41_b1p41,20260614-134123_p64_i2500,500,1.0179352958158465,0.0,1.0,0,0,0,0.058375410303210806,0.9122257961412199,,(1.4142+0j),(1+1j)
output_oldold/experiments,00B_c30_a1p41_b1p41,20260614-134123_p64_i2500,500,1.0179352958158465,0.0,1.0,0,0,0,0.058375410303210806,0.9122257961412199,,(1.4142+0j),(1+1j)
