root,group,run,cell_idx,exp_hi,logP,prob,total_photons,fired_modes,max_pnr,vs_gaussian,vs_gs,wigner_negvol,target_alpha,target_beta
output_oldold/experiments,B30_c30_a1p41_b1p41,20260224-103500_p64_i2500,803,0.9167408826356825,-2.436826358539737,0.0036574099449785268,11,3,4,-0.04281900287695317,0.8110313829610559,1.2397939517995422,(1.4142+0j),(1+1j)
output_old/experiments,B30_c30_a1p41_b1p41,20260224-103500_p64_i2500,800,0.9167408826356825,-2.436826358539737,0.0036574099449785268,11,3,4,-0.04281900287695317,0.8110313829610559,1.2397939517995422,(1.4142+0j),(1+1j)
output_oldold/experiments,B30_c30_a1p41_b1p41,20260224-103500_p64_i2500,800,0.9167408826356825,-2.436826358539737,0.0036574099449785268,11,3,4,-0.04281900287695317,0.8110313829610559,1.2397939517995422,(1.4142+0j),(1+1j)
output_old/experiments,B30_c30_a1p41_b1p41,20260224-103500_p64_i2500,803,0.9167408826356825,-2.436826358539737,0.0036574099449785268,11,3,4,-0.04281900287695317,0.8110313829610559,1.2397939517995422,(1.4142+0j),(1+1j)
output_oldold/experiments,B30_c30_a1p41_b1p41,20260224-095158_p64_i2500,800,0.9167408826356825,-2.436826358539737,0.0036574099449785268,11,3,4,-0.04281900287695317,0.8110313829610559,1.2397939517995422,(1.4142+0j),(1+1j)
experiments,B30_c30_a1p41_b1p41,20260224-095158_p64_i2500,801,0.9369206321469301,-2.383182354437503,0.004138258783899133,11,3,4,-0.022639253365705603,0.8312111324723035,1.1757203467140527,(1.4142+0j),(1+1j)
output_oldold/experiments,B30_c30_a1p41_b1p41,20260224-095158_p64_i2500,803,0.9369206321469301,-2.383182354437503,0.004138258783899133,11,3,4,-0.022639253365705603,0.8312111324723035,1.1757203467140527,(1.4142+0j),(1+1j)
output_oldold/experiments,B30_c30_a1p41_b1p41,20260224-095158_p64_i2500,801,0.9369206321469301,-2.383182354437503,0.004138258783899133,11,3,4,-0.022639253365705603,0.8312111324723035,1.1757203467140527,(1.4142+0j),(1+1j)
output_old/experiments,B30_c30_a1p41_b1p41,20260224-103500_p64_i2500,801,0.9369206321469301,-2.383182354437503,0.004138258783899133,11,3,4,-0.022639253365705603,0.8312111324723035,1.1757203467140527,(1.4142+0j),(1+1j)
experiments,B30_c30_a1p41_b1p41,20260224-095158_p64_i2500,803,0.9369206321469301,-2.383182354437503,0.004138258783899133,11,3,4,-0.022639253365705603,0.8312111324723035,1.1757203467140527,(1.4142+0j),(1+1j)
output_old/experiments,B30_c30_a1p41_b1p41,20260224-095158_p64_i2500,803,0.9369206321469301,-2.383182354437503,0.004138258783899133,11,3,4,-0.022639253365705603,0.8312111324723035,1.1757203467140527,(1.4142+0j),(1+1j)
output_old/experiments,B30_c30_a1p41_b1p41,20260224-095158_p64_i2500,801,0.9369206321469301,-2.383182354437503,0.004138258783899133,11,3,4,-0.022639253365705603,0.8312111324723035,1.1757203467140527,(1.4142+0j),(1+1j)
experiments,B30_c30_a1p41_b1p41,20260224-103500_p64_i2500,801,0.9369206321469301,-2.383182354437503,0.004138258783899133,11,3,4,-0.022639253365705603,0.8312111324723035,1.1757203467140527,(1.4142+0j),(1+1j)
output_oldold/experiments,B30_c30_a1p41_b1p41,20260224-103500_p64_i2500,801,0.9369206321469301,-2.383182354437503,0.004138258783899133,11,3,4,-0.022639253365705603,0.8312111324723035,1.1757203467140527,(1.4142+0j),(1+1j)
experiments,B30_c30_a1p41_b1p41,20260224-103500_p64_i2500,802,1.0040664426712858,-2.336484285440204,0.004608034421515725,11,3,4,0.04450655715865004,0.8983569429966591,,(1.4142+0j),(1+1j)
output_oldold/experiments,B30_c30_a1p41_b1p41,20260224-095158_p64_i2500,802,1.0040664426712858,-2.336484285440204,0.004608034421515725,11,3,4,0.04450655715865004,0.8983569429966591,,(1.4142+0j),(1+1j)
output_oldold/experiments,B30_c30_a1p41_b1p41,20260224-103500_p64_i2500,802,1.0040664426712858,-2.336484285440204,0.004608034421515725,11,3,4,0.04450655715865004,0.8983569429966591,,(1.4142+0j),(1+1j)
experiments,B30_c30_a1p41_b1p41,20260224-095158_p64_i2500,802,1.0040664426712858,-2.336484285440204,0.004608034421515725,11,3,4,0.04450655715865004,0.8983569429966591,,(1.4142+0j),(1+1j)
