root,group,run,cell_idx,exp_hi,logP,prob,total_photons,fired_modes,max_pnr,vs_gaussian,vs_gs,wigner_negvol,target_alpha,target_beta
experiments,00B_c30_a2p73_b1p41,20260616-165402_p64_i2500,1050,0.5725715119723103,-4.608691361222129,2.4621167277810832e-05,11,4,4,-0.5167448845812634,0.46971514326662817,1.182497650272466,(2.7320508+0j),(1+1j)
experiments,00B_c30_a2p73_b1p41,20260616-171728_p64_i2500,1050,0.5725715119723103,-4.608691361222129,2.4621167277810832e-05,11,4,4,-0.5167448845812634,0.46971514326662817,1.182497650272466,(2.7320508+0j),(1+1j)
experiments,00B_c30_a2p73_b1p41,20260616-165402_p64_i2500,803,0.6507648818232077,-4.037160852950876,9.179925296346614e-05,8,3,4,-0.438551514730366,0.5479085131175256,1.2570082322491962,(2.7320508+0j),(1+1j)
experiments,00B_c30_a2p73_b1p41,20260616-165402_p64_i2500,804,0.6507648818232077,-4.037160852950876,9.179925296346614e-05,8,3,4,-0.438551514730366,0.5479085131175256,1.2570082322491962,(2.7320508+0j),(1+1j)
experiments,00B_c30_a2p73_b1p41,20260616-171728_p64_i2500,804,0.6507648818232077,-4.037160852950876,9.179925296346614e-05,8,3,4,-0.438551514730366,0.5479085131175256,1.2570082322491962,(2.7320508+0j),(1+1j)
experiments,00B_c30_a2p73_b1p41,20260616-165402_p64_i2500,551,0.759979166369331,-2.3613559138129863,0.004351551084018669,6,2,4,-0.32933723018424266,0.657122797663649,1.1678163448537593,(2.7320508+0j),(1+1j)
experiments,00B_c30_a2p73_b1p41,20260616-171728_p64_i2500,551,0.759979166369331,-2.3613559138129863,0.004351551084018669,6,2,4,-0.32933723018424266,0.657122797663649,1.1678163448537593,(2.7320508+0j),(1+1j)
experiments,00B_c30_a2p73_b1p41,20260616-171728_p64_i2500,801,0.807588159354593,-2.174327045671765,0.00669380342377244,6,2,3,-0.28172823719898066,0.704731790648911,0.8209554508188237,(2.7320508+0j),(1+1j)
experiments,00B_c30_a2p73_b1p41,20260616-171728_p64_i2500,802,0.8134833873237926,-2.1705887503079575,0.006751670660386135,6,2,3,-0.27583300922978116,0.7106270186181105,0.8245720935748956,(2.7320508+0j),(1+1j)
experiments,00B_c30_a2p73_b1p41,20260616-165402_p64_i2500,1051,0.8166955578377508,-1.8373997511791915,0.014541200034854878,6,2,3,-0.2726208387158229,0.7138391891320688,0.8129370290536357,(2.7320508+0j),(1+1j)
output_old/experiments,00B_c30_a2p73_b1p41,20260529-081916_p64_i2500,1955,1.2300276428055368,-1.614679312164951,0.024284025924569335,14,1,14,0.14071124625196307,1.1271712740998547,,(2.7320508+0j),(1+1j)
output_old/experiments,00B_c30_a2p73_b1p41,20260529-081916_p64_i2500,1957,1.2300276428055368,-1.614679312164951,0.024284025924569335,14,1,14,0.14071124625196307,1.1271712740998547,,(2.7320508+0j),(1+1j)
output_old/experiments,00B_c30_a2p73_b1p41,20260529-085205_p64_i2500,1955,1.2300276428055368,-1.614679312164951,0.024284025924569335,14,1,14,0.14071124625196307,1.1271712740998547,,(2.7320508+0j),(1+1j)
output_old/experiments,00B_c30_a2p73_b1p41,20260529-085205_p64_i2500,1956,1.2300276428055368,-1.614679312164951,0.024284025924569335,14,1,14,0.14071124625196307,1.1271712740998547,,(2.7320508+0j),(1+1j)
output_old/experiments,00B_c30_a2p73_b1p41,20260529-081916_p64_i2500,800,1.7051988593246334,-0.5210138348903222,0.301291004335819,4,1,4,0.6158824627710597,1.6023424906189514,,(2.7320508+0j),(1+1j)
