root,group,run,cell_idx,exp_hi,logP,prob,total_photons,fired_modes,max_pnr,vs_gaussian,vs_gs,wigner_negvol,target_alpha,target_beta
output_old/experiments,A_c6_a2p00_b0p00,20260207-111935_p4_i2,6,1.5079875334432034,-3.9047028155417025,0.00012453665152331063,3,1,3,0.8413208667765366,1.4107147285295611,,(2+0j),0j
output_old/experiments,A_c6_a2p00_b0p00,20260207-111935_p4_i2,0,2.19150364398272,-3.7299874534683957,0.00018621409321255215,3,1,3,1.5248369773160533,2.094230839069078,,(2+0j),0j
